Time,Latitude,Longitude,Depth/Km,Magnitude,magError
49:30.6,43.0098,13.0937,8.9,2,0.285210312
59:14.1,43.0348,13.0617,9.9,2.2,0.285753053
00:44.6,42.9258,13.2058,9.6,2.4,0.286295794
08:20.3,42.9302,13.2115,7.9,2,0.286838535
22:22.1,42.7428,13.15,9.6,2.2,0.287381275
31:21.7,42.7275,13.2582,10.5,2,0.287924016
33:57.4,42.8127,13.1538,10.7,2.2,0.288466757
37:30.3,42.829,13.2288,13.7,2.6,0.289009498
09:41.0,42.8292,13.0348,10.7,2.8,0.289552239
36:16.8,42.7657,13.1297,19.2,2.1,0.29009498
57:33.2,42.7007,13.1495,10.9,2.2,0.29063772
14:34.0,42.9323,13.213,9,3.1,0.291180461
15:35.9,42.934,13.2117,8.7,2,0.291723202
16:33.4,42.9288,13.2132,9,2,0.292265943
26:40.1,42.9248,13.2058,7,2.5,0.292808684
43:30.8,42.8022,13.1882,9.5,2.7,0.293351425
51:22.2,42.816,13.2218,13.8,2,0.293894166
14:55.5,42.7417,13.1702,11.4,2.1,0.294436906
29:27.7,42.8702,13.0338,11.1,2.1,0.294979647
40:27.8,42.8807,13.2023,10.3,2.1,0.295522388
47:09.0,42.8737,13.0272,10.7,2.2,0.296065129
59:54.8,42.7097,13.1567,11.7,2,0.29660787
31:56.9,42.9292,13.1943,9,2,0.297150611
33:31.4,42.8843,13.2018,8.8,2.2,0.297693351
44:22.9,42.7392,13.1837,9.1,2,0.298236092
47:19.2,42.9233,13.2252,9.4,2.5,0.298778833
49:18.6,42.7003,13.1622,8.4,2.8,0.299321574
04:25.5,42.9127,13.1517,10.6,2.1,0.299864315
10:57.8,42.811,13.1313,10.3,2.3,0.300407056
11:36.5,43.021,13.075,6.9,2.2,0.300949796
20:42.7,42.7952,13.2172,10.1,2.3,0.301492537
31:05.2,42.5298,13.2208,11.6,2.4,0.302035278
36:40.6,43.0178,13.0507,10.1,2.4,0.302578019
40:39.9,42.8808,13.2193,9.7,2.2,0.30312076
55:07.5,42.6782,13.2058,12.5,2.7,0.303663501
59:47.0,42.902,13.2047,8.6,2.1,0.304206242
00:46.0,42.7547,13.2292,11,2.4,0.304748982
26:38.2,42.9907,13.0552,9.6,2.2,0.305291723
17:34.2,42.8252,13.1557,10.5,2.2,0.305834464
51:29.7,43.0167,13.1262,8.6,2.5,0.306377205
25:04.1,42.8343,13.2417,15.9,2.5,0.306919946
32:00.4,43.0282,13.0813,7.4,2.4,0.307462687
33:59.0,42.9333,13.2098,9.4,2.4,0.308005427
45:55.9,42.9757,13.1163,9.8,2,0.308548168
03:56.4,42.7768,13.1585,11.4,2,0.309090909
30:34.3,42.7865,12.9633,10.3,2.1,0.30963365
35:52.7,42.6957,13.2235,12.1,2,0.310176391
44:23.1,43.0357,13.0652,9.9,2.4,0.310719132
06:22.5,42.8885,13.1717,9.6,2.2,0.311261872
35:19.0,43.0302,13.0657,9.3,2.1,0.311804613
45:01.3,42.9117,13.1983,9.2,2,0.312347354
49:40.2,42.8812,13.0678,10.9,2.1,0.312890095
10:10.5,42.6608,13.1978,11.9,2,0.313432836
12:08.2,42.6682,13.1993,14,2,0.313975577
38:31.0,43.0277,13.0367,10.3,2,0.314518318
38:31.0,43.0298,13.0388,10.3,2.1,0.315061058
57:31.2,42.8998,13.1852,7.1,2,0.315603799
58:02.3,43.0848,13.0743,6.9,2.1,0.31614654
50:59.1,42.8858,13.1323,9.3,3.6,0.316689281
52:31.5,42.863,13.1032,8.9,2,0.317232022
04:01.3,42.8733,13.1332,8.3,2.2,0.317774763
30:54.0,42.9242,13.2313,7.3,2.9,0.318317503
43:35.9,42.828,13.2545,13.5,3.1,0.318860244
45:23.2,42.8223,13.2553,11,2.1,0.319402985
11:37.6,42.8745,13.0463,11.1,2.5,0.319945726
12:18.7,42.8058,13.1263,10.5,2.2,0.320488467
29:11.3,42.7472,13.2305,12,2.1,0.321031208
36:37.6,42.9305,13.0323,11.9,2.3,0.321573948
47:56.1,42.7507,13.1913,10.1,2.4,0.322116689
52:44.0,42.8087,13.2175,8.7,2.1,0.32265943
57:33.5,42.979,13.0372,7.9,3.4,0.323202171
59:37.4,42.9398,13.1022,8.1,2.4,0.323744912
00:19.1,42.8122,13.1363,8.9,2.6,0.324287653
03:14.2,42.6523,13.2133,10.9,3.3,0.324830393
07:10.5,43.0018,13.0827,9.6,2,0.325373134
11:57.0,42.6598,13.2148,11.8,2.2,0.325915875
14:53.3,42.8133,12.765,9.6,2,0.326458616
20:19.7,42.7552,13.2958,14.5,2.4,0.327001357
29:46.8,42.7742,13.1635,10.5,2.1,0.327544098
35:37.5,42.8823,13.1322,11.7,2.1,0.328086839
41:05.7,42.705,13.1622,10.9,2.3,0.328629579
42:12.9,42.9258,13.1538,13,2,0.32917232
51:14.4,42.7817,13.0525,10.3,2.3,0.329715061
53:47.9,43.0573,13.0792,8,2.2,0.330257802
17:13.9,42.9147,12.9012,10.7,2.1,0.330800543
23:30.2,42.9838,13.1493,9,3.4,0.331343284
24:22.1,42.9987,13.1448,8.6,2.7,0.331886024
28:14.4,42.727,13.2687,10.9,2.4,0.332428765
52:29.2,43.0098,13.0652,10.2,2.1,0.332971506
56:08.7,42.9907,13.149,8.8,2.1,0.333514247
12:19.9,42.762,13.0582,10.3,2.1,0.334056988
12:19.8,42.7625,13.0532,10.6,2.3,0.334599729
20:17.1,42.7898,13.1,11.1,2,0.335142469
39:04.2,42.9888,13.0593,9.7,2.3,0.33568521
42:19.2,42.9292,13.181,4.2,2.1,0.336227951
43:14.1,42.8058,13.1187,10.2,2,0.336770692
46:31.7,42.7783,13.0498,10.2,2.1,0.337313433
51:35.7,42.7795,13.0543,10.3,2.2,0.337856174
01:15.6,42.6847,13.2042,11.4,2.1,0.338398915
06:11.6,42.7502,13.1437,12.5,2.4,0.338941655
15:33.9,43.0153,13.137,8.1,2.5,0.339484396
22:45.9,42.6348,13.2572,10.1,2.3,0.340027137
40:38.6,42.811,13.1543,10.6,2.8,0.340569878
54:34.6,42.7833,13.0548,10.5,3.3,0.341112619
56:06.6,42.7802,13.0543,10.4,2.6,0.34165536
00:26.0,42.7377,13.1308,13.5,2.9,0.3421981
00:26.3,42.7555,13.1563,11.8,2.8,0.342740841
03:06.4,42.6378,13.2608,12.1,2.1,0.343283582
07:47.4,43.0053,13.1422,5.4,2,0.343826323
08:21.7,42.7547,13.1695,17.5,2.1,0.344369064
30:45.1,42.9813,13.0402,5.3,2.1,0.344911805
35:14.7,42.6947,13.0152,8.5,2.2,0.345454545
59:59.5,42.6638,13.1892,11,2.1,0.345997286
02:43.8,42.944,13.2143,9.2,2.1,0.346540027
06:55.6,42.7968,13.231,11.4,2,0.347082768
05:53.5,42.9287,13.2023,7.8,2.4,0.347625509
16:01.2,42.9198,13.0723,10.2,2,0.34816825
39:27.1,42.8358,13.1218,11,2.1,0.348710991
44:31.1,42.7673,13.1152,11.8,2.5,0.349253731
48:51.7,42.9768,13.0583,10.1,2.7,0.349796472
54:06.8,42.7752,13.1725,10,2.1,0.350339213
03:54.2,42.9175,13.0503,10.2,2.2,0.350881954
11:30.4,42.8652,13.1423,9.3,2,0.351424695
12:56.2,42.7948,13.1373,9.4,2.1,0.351967436
28:05.3,43.0127,13.1488,8,2.2,0.352510176
10:18.7,42.7477,13.1717,11,2,0.353052917
25:20.1,42.7567,13.1562,9.3,2.2,0.353595658
36:55.9,42.7932,13.1235,10.6,3.5,0.354138399
56:22.9,42.7883,13.1023,12.3,2.1,0.35468114
01:59.5,43.0052,13.071,10.2,2.2,0.355223881
13:48.5,42.8747,13.2045,8.3,2,0.355766621
22:58.6,42.8348,13.139,10.7,2.1,0.356309362
24:58.0,42.8518,13.1178,9.5,2.1,0.356852103
43:00.2,42.7543,13.2178,10.5,2.4,0.357394844
43:08.8,42.7483,13.2485,9.3,2.2,0.357937585
44:51.3,42.8873,13.2063,7.2,2.7,0.358480326
17:40.4,42.983,13.1288,6.4,2.1,0.359023066
18:33.9,42.7192,13.2002,11.6,2,0.359565807
25:16.5,43.0097,13.0782,8.6,2.7,0.360108548
02:31.1,42.6288,13.2312,13.8,2.1,0.360651289
07:03.1,42.9393,13.205,9.4,2.8,0.36119403
14:01.1,43.0422,13.0947,8.7,3,0.361736771
26:04.9,43.0218,13.1138,9.5,2.2,0.362279512
27:26.2,42.8033,13.2407,10.3,2.6,0.362822252
32:15.4,42.5258,13.1907,9.8,2,0.363364993
39:29.8,42.7438,13.1787,10.2,2.3,0.363907734
23:54.7,42.8025,13.1893,9.9,2.2,0.364450475
27:19.2,42.9042,13.1438,10.4,2,0.364993216
28:55.6,42.7255,13.2133,10.4,2.1,0.365535957
43:34.7,42.7537,13.2162,16.9,2.6,0.366078697
44:42.7,42.8128,13.1628,9.7,2.7,0.366621438
48:28.9,42.7873,13.07,10.2,2.9,0.367164179
59:39.9,43.0407,13.0557,9.9,2,0.36770692
04:32.9,42.9103,13.197,8.2,2,0.368249661
49:39.2,42.7955,13.1558,10.6,2,0.368792402
50:56.5,42.9803,13.1538,8.7,2.4,0.369335142
51:27.4,42.9793,13.1522,8.8,2.6,0.369877883
09:32.1,42.7988,13.1008,10.6,2,0.370420624
23:30.1,42.9215,13.1488,8.5,2,0.370963365
29:27.9,42.7798,13.1802,8.7,2.1,0.371506106
04:47.0,42.9828,13.1218,8.7,2.6,0.372048847
12:07.7,43.0068,13.0743,8.9,2.6,0.372591588
13:15.4,42.8333,13.0797,10.7,2.3,0.373134328
53:38.4,42.9918,13.1227,9.3,2.5,0.373677069
06:43.4,42.62,13.2998,9.9,2.4,0.37421981
11:37.0,43.0672,13.0657,8.9,2.7,0.374762551
13:21.4,42.6923,13.2337,13.5,2.3,0.375305292
30:58.6,42.7713,13.2358,12,2.6,0.375848033
49:40.6,43.0245,13.1248,7.7,2.2,0.376390773
51:28.2,42.6988,13.1478,12.3,2.7,0.376933514
52:55.1,42.8993,13.2078,9.8,2.4,0.377476255
00:54.1,42.9592,13.0663,10.1,2,0.378018996
27:54.8,42.7833,13.1082,11,2.7,0.378561737
57:56.8,42.8753,13.1857,8.9,2.4,0.379104478
15:38.8,43.0212,13.1042,8.6,2.6,0.379647218
21:58.0,42.785,13.075,10.9,2,0.380189959
39:19.8,42.9648,13.1548,10.8,3,0.3807327
55:29.6,42.8112,13.2133,12.7,2.1,0.381275441
09:40.8,42.9777,13.152,8.1,2.6,0.381818182
10:35.3,42.983,13.1603,9,2.2,0.382360923
19:14.2,42.698,13.2282,12.2,2,0.382903664
20:19.8,43.0845,13.0763,8.1,2.8,0.383446404
28:26.3,43.0147,13.1062,8.5,2,0.383989145
33:45.1,43.0082,13.0848,8.7,2.5,0.384531886
34:38.0,42.6662,13.1863,11.2,2.2,0.385074627
00:12.3,42.9567,13.1957,7.6,2,0.385617368
06:41.6,42.7032,13.1177,10.2,2.2,0.386160109
13:47.1,42.9908,13.0477,7.7,2.2,0.386702849
36:39.5,42.9477,13.1267,11.4,2.1,0.38724559
42:55.3,42.7933,13.1763,9.8,2.2,0.387788331
46:23.8,42.7992,13.1155,12.3,2,0.388331072
19:09.9,42.9363,13.1372,10.1,2.3,0.388873813
23:41.9,42.9808,13.161,9,2.2,0.389416554
24:41.2,42.972,13.0323,10.9,2.2,0.389959294
26:13.2,43.0078,13.0767,8.3,2.2,0.390502035
31:03.2,42.5465,13.2878,16.3,2.5,0.391044776
32:12.2,42.6927,13.2358,10.7,2.9,0.391587517
32:56.9,42.7313,13.2223,10.2,2,0.392130258
39:22.1,42.9563,13.1287,8.6,2.2,0.392672999
16:15.8,42.6677,13.1733,10.8,2.4,0.393215739
17:36.0,42.7933,13.1145,11.4,2.7,0.39375848
34:13.4,43.0073,13.0768,9.3,2.2,0.394301221
53:09.6,42.8298,13.2223,12.1,3.1,0.394843962
01:48.2,42.9187,13.0312,9.6,2.2,0.395386703
12:58.4,42.9418,13.2033,9.1,2.2,0.395929444
21:45.0,43.008,13.1427,6,2,0.396472185
37:52.5,42.9187,13.1373,10,2.5,0.397014925
46:19.0,43.0072,13.0632,9.4,2,0.397557666
58:53.5,42.98,13.161,7.7,2.2,0.398100407
07:57.2,43.0148,13.1402,8.1,2.3,0.398643148
22:32.2,42.9363,13.2088,6,2.3,0.399185889
31:15.4,42.848,13.0873,11.4,2.2,0.39972863
11:07.9,42.9417,13.1532,8.3,2.4,0.40027137
33:57.2,42.7968,13.1962,7.6,2,0.400814111
49:04.3,42.7648,13.1512,10.5,2,0.401356852
51:12.0,43.0693,13.0572,9,2.2,0.401899593
52:03.2,43.07,13.0617,8.9,2.1,0.402442334
59:48.9,42.9135,13.2187,7.8,2.8,0.402985075
13:57.7,42.9935,13.0838,9.5,2.3,0.403527815
17:36.6,42.9108,13.1177,9.3,2,0.404070556
33:27.4,42.9275,13.1063,10.9,2.6,0.404613297
42:34.0,42.8937,13.0582,10.5,2.1,0.405156038
51:25.7,42.7987,13.1262,10.4,2.2,0.405698779
56:19.4,42.7853,13.1635,11.3,2.2,0.40624152
58:14.4,42.9012,13.1093,10,2.7,0.406784261
20:16.4,42.7972,13.2043,13.3,2,0.407327001
21:10.3,43.0492,13.0965,5,2,0.407869742
34:54.2,42.6798,13.1872,11.8,2,0.408412483
42:09.9,42.8698,13.1033,10.4,2.1,0.408955224
11:42.8,42.8873,13.1085,9.4,2.3,0.409497965
44:11.0,42.7263,13.185,9,2.4,0.410040706
14:25.7,43.0078,13.0695,9.1,2.9,0.410583446
16:17.5,42.9818,13.1645,9,2.8,0.411126187
20:57.6,42.989,13.0368,8.3,2.2,0.411668928
29:19.5,42.9128,13.1977,8.2,2.2,0.412211669
30:22.3,42.9853,13.041,8.5,2.1,0.41275441
33:01.9,42.7745,13.1898,10.3,2.2,0.413297151
34:06.3,42.9032,13.0698,10.2,2.4,0.413839891
37:04.8,43.0098,13.0755,9.6,2,0.414382632
49:03.5,42.8055,13.2308,10.3,2.5,0.414925373
03:16.9,42.7683,12.7475,18.2,2.2,0.415468114
05:08.5,42.9282,13.2178,8.7,2,0.416010855
11:02.2,42.915,13.1992,9,2.5,0.416553596
14:11.2,42.8492,13.0687,10.5,2.5,0.417096336
27:46.1,42.9065,13.1827,8.3,2.2,0.417639077
43:58.6,43.0207,13.1302,8.1,2.1,0.418181818
52:55.5,42.9483,13.2242,9.3,2.2,0.418724559
56:28.2,42.9292,13.2183,9.2,2.1,0.4192673
01:30.8,42.7605,13.2122,10.1,2.2,0.419810041
02:47.0,42.8617,13.1583,9.5,2.6,0.420352782
07:13.5,42.8017,13.2157,12.4,2.3,0.420895522
17:40.4,42.9123,13.2288,8,2.4,0.421438263
22:55.3,42.8623,13.1632,11.6,2.2,0.421981004
35:29.0,42.8882,13.0998,12.5,2.6,0.422523745
44:20.7,42.8005,13.1318,9.9,2,0.423066486
49:20.7,42.9523,13.1285,10.6,2,0.423609227
51:02.1,42.8015,13.2145,12.8,2.6,0.424151967
44:20.1,42.9075,13.1892,7.9,2,0.424694708
54:59.6,43.0113,13.0732,9.5,3.1,0.425237449
00:44.8,42.9262,13.2178,9.3,2,0.42578019
04:33.8,42.964,13.044,9,2,0.426322931
07:30.5,42.8945,13.1702,10.9,2.3,0.426865672
17:03.9,42.8595,13.0905,11.9,2,0.427408412
48:48.2,42.9263,13.2468,8.7,2.4,0.427951153
49:54.8,42.9712,13.1273,10.1,2.4,0.428493894
53:10.2,42.6602,13.1802,12.3,2,0.429036635
04:37.7,42.941,13.1358,10.5,2.1,0.429579376
05:35.8,42.5787,13.254,13.2,2.3,0.430122117
10:09.3,42.7453,13.1562,9.7,2,0.430664858
15:00.6,42.7072,13.2248,11.7,2.2,0.431207598
27:23.5,42.8133,13.1218,9.8,2.1,0.431750339
31:12.8,43.0105,13.071,9.7,2.5,0.43229308
32:08.9,42.9703,13.1613,10.8,2.5,0.432835821
33:00.5,43.0247,13.0952,8.8,2.4,0.433378562
36:59.3,42.8473,13.1513,9.5,2.4,0.433921303
37:48.2,42.9767,13.1508,8.6,2.4,0.434464043
43:48.8,42.9095,13.1023,10.9,2.4,0.435006784
06:59.4,42.8967,13.1895,8.4,2.1,0.435549525
17:35.5,42.8373,13.106,10.8,2.1,0.436092266
49:50.5,43.0078,13.0657,9,2.1,0.436635007
59:38.2,42.9793,13.1445,8.9,2.2,0.437177748
13:40.0,43.1223,13.065,10.1,2.3,0.437720488
14:27.3,42.8142,13.1593,9.5,2,0.438263229
55:27.1,42.8753,13.1322,12.2,2.1,0.43880597
59:10.5,42.9473,13.1262,10.8,2.2,0.439348711
00:41.0,42.7043,13.2857,10.3,2.2,0.439891452
04:07.9,42.9013,13.1755,8.3,3.2,0.440434193
31:19.4,42.6765,13.1628,11.2,2.5,0.440976934
32:43.2,42.9997,13.0777,9.5,2,0.441519674
35:04.9,42.8948,13.172,10.3,2,0.442062415
38:37.6,43.0057,13.0757,9.4,2,0.442605156
57:09.8,42.7637,13.2443,12.2,2.4,0.443147897
29:31.6,43.033,13.1075,9.4,2.2,0.443690638
45:38.2,43.0302,13.0617,9.1,2.2,0.444233379
51:13.7,42.9702,13.0942,10.2,2.5,0.444776119
03:59.7,42.4515,13.2322,10.9,2.1,0.44531886
11:29.4,42.4533,13.2262,11.1,2.2,0.445861601
20:06.7,42.8145,12.7672,9.6,3.1,0.446404342
41:26.3,42.8858,13.139,10.1,2,0.446947083
53:30.4,43.01,13.1092,9.5,2,0.447489824
07:53.5,43.0217,13.1017,9.8,2,0.448032564
34:11.7,42.9968,13.1352,9.2,3.9,0.448575305
35:34.6,43.0138,13.1378,5.8,2.7,0.449118046
39:58.1,43.0117,13.1422,7.9,2,0.449660787
50:53.9,42.9722,13.0942,9.7,2.4,0.450203528
58:58.4,42.7485,13.1842,10.7,2.5,0.450746269
59:18.8,42.995,13.1407,8.4,3.7,0.451289009
17:44.2,42.9562,13.1125,5,2,0.45183175
25:17.9,42.911,13.19,9.8,2,0.452374491
26:02.2,42.8802,13.2138,8.7,2.2,0.452917232
27:19.1,42.9233,13.0542,11,2,0.453459973
37:36.9,42.9923,13.1318,8.7,2,0.454002714
38:16.5,42.9792,13.1322,3,2.2,0.454545455
44:47.2,42.8963,13.168,14.5,2,0.455088195
03:24.8,42.7812,13.1698,10.8,2.1,0.455630936
05:30.4,43.0697,13.0928,7.3,2.3,0.456173677
11:40.8,42.7625,13.1957,10.3,2.4,0.456716418
15:38.9,42.8548,13.238,10.1,2.3,0.457259159
43:33.8,42.7227,13.2092,10.1,4.1,0.4578019
52:59.6,43.0037,13.097,8.6,2.5,0.45834464
13:42.5,42.7242,13.222,10.5,2.3,0.458887381
38:22.3,42.8963,13.1738,11,2.2,0.459430122
51:20.1,42.8902,13.1902,11,2.6,0.459972863
52:30.7,42.8498,13.2048,9.2,2.4,0.460515604
53:57.7,42.886,13.1882,10.2,2.3,0.461058345
16:41.0,42.7167,13.2565,10.9,2.1,0.461601085
30:34.8,42.4487,13.2417,11.1,2.2,0.462143826
33:26.8,42.792,13.1585,8.7,2,0.462686567
41:26.1,42.8917,13.1923,10.9,2.2,0.463229308
46:38.8,42.8648,13.3512,21,2.2,0.463772049
02:57.2,42.9403,13.1388,9.4,2.2,0.46431479
14:47.7,42.9515,13.1357,8.6,2.5,0.464857531
15:30.6,42.8082,13.129,10.4,2.8,0.465400271
19:28.5,43.0112,13.0727,9.7,2.5,0.465943012
33:06.8,43.0093,13.0802,8.9,2.3,0.466485753
59:25.7,42.7518,13.1978,10.2,2.1,0.467028494
01:51.1,43.014,13.1348,9.2,2.1,0.467571235
06:52.3,42.8987,13.0562,9.5,2,0.468113976
12:09.1,42.718,13.2202,9.9,2,0.468656716
18:55.5,42.9912,13.1482,9.4,2.5,0.469199457
20:44.8,42.4533,13.2463,11.7,2.3,0.469742198
32:40.4,42.937,13.2045,8.3,3,0.470284939
34:14.4,42.9857,13.038,7,2.4,0.47082768
35:57.3,42.7312,13.2148,9.5,2.1,0.471370421
44:43.0,42.4517,13.2427,11.3,2.1,0.471913161
45:21.5,43.0458,13.0698,12.7,2.5,0.472455902
49:15.9,42.7763,13.1898,10.8,2.1,0.472998643
50:27.0,42.7202,13.2138,13.2,2.2,0.473541384
57:33.7,42.6918,13.175,11.3,2.1,0.474084125
04:08.0,42.8053,13.3927,10,2.2,0.474626866
18:30.3,43.0313,13.067,9.4,3.2,0.475169607
27:49.5,42.4593,13.2358,11,2.1,0.475712347
45:50.2,43.0273,13.0827,7.5,2.1,0.476255088
07:48.5,42.7148,13.2167,9.9,2,0.476797829
09:14.7,42.8147,13.436,10.5,2.1,0.47734057
15:02.5,42.7072,13.1602,12.4,2.1,0.477883311
18:03.4,42.82,13.4308,11.1,2.4,0.478426052
29:24.7,42.7975,13.2058,9.2,2.8,0.478968792
45:29.3,42.6648,13.2072,12.3,2.3,0.479511533
03:39.4,42.7885,13.2292,8.6,2,0.480054274
07:47.1,42.8703,13.1605,11.2,2.2,0.480597015
09:42.8,42.7243,13.2157,9,2,0.481139756
37:30.6,42.4765,13.2452,11.7,2.1,0.481682497
07:13.7,42.7425,13.1788,10,2,0.482225237
32:23.6,42.796,13.1385,9.8,3.9,0.482767978
43:32.3,42.69,13.1543,11.8,2.1,0.483310719
51:10.6,42.9157,13.2095,8.2,3.2,0.48385346
10:02.5,42.7608,13.0613,10.4,2.7,0.484396201
11:10.1,42.8128,13.1283,11.1,2,0.484938942
19:38.0,42.8167,13.0952,10.8,3.2,0.485481682
27:01.2,42.4453,13.241,10.7,2.8,0.486024423
40:23.3,42.8745,12.9502,10.5,2.1,0.486567164
42:48.5,42.6572,13.1828,11.3,2.5,0.487109905
55:36.4,42.8192,13.0977,11,3.1,0.487652646
05:44.3,42.4485,13.2395,11,2.2,0.488195387
17:05.5,42.4462,13.2405,11.8,2.6,0.488738128
20:47.3,42.8197,13.0445,9.9,2.3,0.489280868
24:30.1,42.9853,13.1375,6.9,2.4,0.489823609
32:16.0,42.92,13.2118,6.8,2.3,0.49036635
39:06.9,42.4505,13.2415,11.2,2.1,0.490909091
40:09.7,42.5407,13.1627,16.3,2,0.491451832
43:29.1,42.8108,13.084,10.9,2.7,0.491994573
02:01.4,42.9758,13.0697,10.8,2.3,0.492537313
32:30.0,42.4468,13.2402,11.1,2.2,0.493080054
44:54.0,42.6938,13.1722,9.6,2.3,0.493622795
06:21.4,42.8898,13.0292,10.5,2,0.494165536
12:40.8,42.8462,13.2035,13.1,2,0.494708277
41:18.2,42.6397,13.2428,12.4,2.2,0.495251018
55:46.7,42.813,13.1418,10.4,2.8,0.495793758
05:46.9,43.0478,13.1087,6.9,2.4,0.496336499
13:01.9,42.6368,13.2333,11,2.3,0.49687924
15:52.8,42.545,13.2343,10.5,3.3,0.497421981
18:15.4,42.4492,13.2422,11.2,2.3,0.497964722
19:46.9,42.4438,13.2442,11.8,2.2,0.498507463
26:58.5,42.8147,12.7587,9.7,2.6,0.499050204
40:31.8,42.449,13.2403,11.3,2.4,0.499592944
01:10.4,42.8512,13.2013,10.8,2.3,0.500135685
42:15.8,42.8232,13.1408,10.5,2.2,0.500678426
38:57.2,42.9278,13.1708,9.7,2.1,0.501221167
56:14.0,42.9898,13.042,9,2.9,0.501763908
32:19.9,43.009,13.0788,9.5,2.3,0.502306649
44:33.3,42.697,13.2108,10.7,2,0.502849389
08:54.2,42.9072,13.1658,8.6,2.5,0.50339213
09:41.3,42.9903,13.0428,6.7,2.2,0.503934871
10:27.2,42.4422,13.2487,10.8,2,0.504477612
25:14.1,42.985,13.0398,8.2,2,0.505020353
37:16.7,42.7347,13.1775,10.5,2,0.505563094
48:40.3,42.7718,13.1593,11.7,2,0.506105834
55:57.7,42.7957,13.1618,9.2,2,0.506648575
13:15.8,43.0213,13.0963,8.1,2,0.507191316
15:27.1,42.6762,13.2085,11,2.4,0.507734057
19:13.5,43.0233,13.0727,8.9,2.4,0.508276798
46:46.4,42.7013,13.1635,11,2,0.508819539
49:22.8,43.0312,13.0722,8.9,2.5,0.50936228
52:52.1,42.9465,13.1332,8.8,2.4,0.50990502
55:41.9,43.0083,13.1437,7.4,2,0.510447761
03:34.8,42.9478,13.1375,10,2.2,0.510990502
18:32.1,42.9107,12.9868,10.3,2.2,0.511533243
24:37.4,43.0068,13.0768,8.8,2.2,0.512075984
35:07.6,42.9882,13.0388,8.2,2.7,0.512618725
36:29.9,42.9875,13.0407,8.6,2.1,0.513161465
44:56.0,42.8408,13.1805,12.5,2.3,0.513704206
55:38.3,42.9942,13.0428,8.3,2.7,0.514246947
55:58.5,42.7237,13.2117,10.4,2,0.514789688
57:29.0,43.0213,13.0472,7,2.1,0.515332429
12:41.9,42.4532,13.2372,11.8,2.3,0.51587517
13:04.5,42.9418,13.2167,7.9,2.7,0.51641791
14:50.8,42.9407,13.2183,8.2,2.3,0.516960651
15:43.2,42.9875,13.0427,6.9,2.2,0.517503392
18:37.9,43.0407,13.0623,13.2,3,0.518046133
13:22.9,42.7857,13.042,10.5,2.9,0.518588874
53:54.3,42.7223,13.2158,9.5,3.3,0.519131615
58:50.9,43.0058,13.0828,9,2.3,0.519674355
15:29.9,42.9843,13.0478,4.3,2.3,0.520217096
15:56.3,42.7038,12.9718,10.9,2.3,0.520759837
27:30.3,42.8353,13.1327,9.7,2.4,0.521302578
39:09.7,42.9163,13.0507,10.2,2.3,0.521845319
45:08.5,42.8073,13.1353,10.3,2.4,0.52238806
18:59.5,42.9647,13.0503,7.5,2.9,0.522930801
21:29.8,43.0623,13.0757,9.4,2,0.523473541
25:46.8,42.9822,13.0427,7.3,2.5,0.524016282
32:32.1,43.0372,13.0757,8,2.2,0.524559023
39:54.1,42.9447,13.2057,8.9,2.3,0.525101764
40:37.9,43.0277,13.0828,9,2.3,0.525644505
49:19.0,42.9822,13.148,8.7,2.5,0.526187246
56:21.3,42.8882,13.2083,9.7,2.1,0.526729986
03:29.6,42.7142,13.224,10.8,2.2,0.527272727
11:56.4,42.8967,13.1795,10.4,2.5,0.527815468
19:48.8,43.0122,13.1115,8,2,0.528358209
31:04.2,42.9667,13.0667,9.2,2,0.52890095
43:46.2,42.6688,13.1815,10.9,2,0.529443691
02:32.9,42.7268,13.2185,9.7,2.3,0.529986431
03:41.6,42.7308,13.2168,10.3,2.2,0.530529172
10:39.0,42.983,13.1172,9.5,2.2,0.531071913
30:06.4,42.9797,13.1088,9.3,2.2,0.531614654
49:02.2,43.0698,13.0598,9,2.1,0.532157395
59:52.6,42.7298,13.1958,10.8,2.4,0.532700136
17:58.2,42.6352,13.2222,12.4,2.1,0.533242877
28:47.1,42.6698,13.2012,11.4,2.1,0.533785617
36:58.1,42.6897,13.2007,10,2.3,0.534328358
59:56.9,42.9155,13.147,8.3,2.1,0.534871099
43:07.0,42.4423,13.2433,11.4,2.5,0.53541384
01:04.0,42.5958,13.2328,12,2.3,0.535956581
37:22.3,43.0672,13.0683,9.7,2.1,0.536499322
02:10.2,42.4453,13.2447,11.1,2.6,0.537042062
22:35.6,42.8257,13.2253,12.2,2,0.537584803
30:10.6,42.6553,13.3177,12.1,2.8,0.538127544
35:30.8,42.4483,13.2435,11.3,2.1,0.538670285
10:27.0,43.0037,13.1053,2.7,2.1,0.539213026
11:25.3,42.7967,13.2135,12.8,2.6,0.539755767
05:02.0,42.4585,13.2407,9.8,2.5,0.540298507
14:40.8,42.9603,13.1505,9.2,2.1,0.540841248
20:31.7,42.9828,13.0428,6.6,2,0.541383989
28:54.5,42.6608,13.2362,12.2,2.2,0.54192673
29:32.3,42.463,13.2133,9.4,2.3,0.542469471
44:00.5,43.061,13.0858,7.6,2.3,0.543012212
01:51.9,42.9502,13.0858,9.1,3.2,0.543554953
30:52.5,42.8722,13.2278,10.3,2.1,0.544097693
52:16.4,42.8143,13.1833,9.8,2.8,0.544640434
