latitude,longitude,depth,mag,nst,gap,dmin,rms,horizontalError,depthError,magError,magNst
60.9412,-150.9526,58.2,1.9,,,,0.16,,0.9,,
-36.7806,-73.728,18.222,4.2,24,135,0.433,0.54,1.97,5.844,0.215,6
60.1103,-153.0302,107.5,1.7,,,,0.19,,1,,
51.6425,-175.9455,35,3.2,16,216,0.345,0.5,3.17,1.99,0.097,14
-36.799,-73.7412,17.164,4.5,25,194,0.445,0.59,4.57,5.853,0.135,16
33.5393333,-116.7828333,10.51,0.66,22,65,0.04182,0.08,0.18,0.37,0.181,11
38.8153343,-122.831665,1.4,1.08,20,52,0.006743,0.01,0.19,0.4,0.14,20
29.6995,81.2361,10,4.3,36,179,4.023,0.51,11.59,1.964,0.129,17
47.00933333,-122.2088333,-0.54,0.91,11,259,0.02359,0.16,0.86,31.61,0.178463097,8
60.6795,-152.2775,92.7,1.1,,,,0.7,,1,,
38.7903328,-122.7248306,2.1,0.8,10,115,0.01169,0.01,0.33,0.87,0.19,9
38.8206673,-122.8218307,2.45,0.76,11,104,0.009579,0.02,0.43,1.17,0.23,12
33.4495,-116.3098333,9.07,0.39,7,123,0.0869,0.28,0.97,3.26,0.054,2
38.8175011,-122.8243332,1.72,1.08,17,53,0.009415,0.03,0.24,0.53,0.28,18
38.8178329,-122.8216629,2.02,1.89,39,44,0.01062,0.04,0.15,0.25,0.15,39
51.84783333,-178.0521667,1.14,0.54,4,178,,0.2,0.72,1.43,0.364906227,4
33.461,-116.4671667,13.22,0.6,16,76,0.07123,0.13,0.31,0.76,0.144,10
33.4656667,-116.4651667,12.71,0.27,13,99,0.06636,0.15,0.38,0.98,0.106,8
51.798,178.5681,94.003,3.7,43,158,0.155,0.43,8.76,5.785,0.099,26
-7.5848,119.277,280.969,4.3,27,137,1.932,0.51,10.59,8.485,0.111,23
33.2703333,-116.4315,4.59,1.1,37,53,0.0122,0.19,0.2,0.39,0.112,21
39.6465,-111.2481667,-2.69,1.35,9,170,0.03481,0.07,0.67,0.34,0.006,2
-29.604,-71.6017,35,4.3,24,143,0.445,0.67,3.87,1.982,0.375,2
38.8221667,-122.8445,2.08,0.03,6,103,0.007458,0,0.49,1.13,0.429,5
35.18616667,-97.86366667,7.68,1.06,17,103,0.035992937,0.24,,0.6,0.14,3
62.1902,-150.6974,15.1,1.4,,,,0.62,,0.2,,
38.8253333,-122.8523333,2.2,2.01,55,52,0.004177,0.04,0.13,0.2,0.177,44
51.82783333,-178.1203333,3.31,0.18,4,242,,0.24,1.5,1.46,0.276611733,4
52.0945,-176.211,11.61,-0.02,4,290,,0.18,1.16,1.24,0.252426321,4
44.2241667,-110.778,1.9,0.89,11,91,0.05055,0.19,0.63,4.19,0.224,5
65.2587,-148.8855,9,1.5,,,,0.55,,0.9,,
31.62799362,-104.5136667,6.131567383,1.9,18,76,0.042136599,0.3,1.648886469,0.724155172,0.2,12
46.64066667,-121.878,4.1,0.85,24,110,0.09075,0.13,0.26,31.61,0.186794358,15
37.2854,-117.5991,6.9,0.7,8,108.38,0.065,0.0478,,3.4,0.91,8
34.1125,-116.9966667,5.51,1.13,25,116,0.05386,0.1,0.21,0.35,0.124,20
19.41749954,-155.3151703,2.519999981,1.75,10,119,,0.200000003,0.59,0.660000026,1.07000005,5
38.815,-122.8248333,2.09,1.28,43,48,0.007001,0.04,0.15,0.2,0.164,37
32.6043333,-116.986,-0.34,1.49,35,108,0.04723,0.26,0.59,31.61,0.115,17
35.17466667,-97.8805,7,1.09,19,56,0.050390112,0.33,,0.9,0.32,3
28.64227295,-98.26275276,2.763387044,2.2,11,87,0.017510468,0.2,1.909334714,2.285643892,0.2,7
58.18566667,-155.2915,0.89,0.02,6,100,,0.04,0.22,0.92,0.399658827,6
58.18716667,-155.2933333,1.92,0.04,8,94,,0.07,0.2,0.41,0.250252352,8
28.64959717,-98.26068474,2.176472982,2.8,13,68,0.02331311,0.2,1.437970377,2.25594977,0.2,18
44.1765,-122.2676667,-0.53,1.24,7,136,0.1331,0.09,0.49,1.91,0.181421305,5
36.5821667,-121.4155,1.95,1.31,21,58,0.01873,0.13,0.3,0.67,0.296,17
33.8695,-117.4991667,-0.5,0.94,16,61,0.06877,0.25,0.64,31.61,0.118,11
38.8113327,-122.8288345,1.01,0.65,8,90,0.002476,0.01,0.33,0.79,0.39,8
34.989,-118.175,-0.91,1.08,14,69,0.1184,0.26,0.52,31.61,0.095,13
38.8228333,-122.8028333,2.65,1.61,50,32,0.005684,0.03,0.13,0.21,0.152,41
55.05316667,-162.247,0.04,1.45,10,143,,0.09,0.28,1.62,0.381412855,9
38.8131667,-122.833,3.09,0.59,4,235,0.01986,0.03,0.78,1.14,0.098,4
33.3273333,-116.3743333,11.4,0.67,23,63,0.006051,0.13,0.24,0.49,0.228,6
59.5398,-153.4123,105.4,1.9,,,,0.77,,1.3,,
19.43183333,-155.3228333,5.37,2.35,34,126,,0.09,0.28,0.47,0.216905062,17
37.9766667,-122.4643333,-0.02,1.47,12,89,0.02656,0.07,0.34,31.61,0.235,9
60.4206,-151.0631,46.1,3,,,,0.36,,2,,
60.8487,-151.0144,20,1.5,,,,0.3,,0.7,,
35.4995,-118.3985,8.57,1.33,23,67,0.1742,0.12,0.17,0.64,0.093,11
5.7205,124.4945,63.536,4.8,79,76,1.72,0.69,7.96,3.173,0.065,77
58.27066667,-155.0943333,3.18,-0.38,5,120,,0.19,0.94,2.04,0.207876874,4
38.7960014,-122.8351669,0.44,0.79,5,167,0.02083,0.03,1.97,2.25,0.13,7
34.7375,-98.43883333,0,1.5,23,89,0.269047204,0.43,,0.8,0.32,4
36.8906667,-121.6186667,-0.12,1.51,30,49,0.02229,0.12,0.2,31.61,0.274,24
60.3171,-152.2795,71.9,1.4,,,,0.23,,1.6,,
46.33166667,-111.623,-2,1.21,9,122,0.3404,0.12,0.52,31.61,0.196701305,4
19.13400078,-155.3641663,29.37999916,1.95,45,186,,0.109999999,0.79,0.959999979,4.4,4
58.25033333,-155.0698333,5.35,0.45,10,106,,0.18,0.32,0.69,0.289493204,10
55.054,-162.2488333,0.64,0.81,6,142,,0.08,0.3,1.63,0.204401539,5
37.2671667,-117.6056667,9.22,2.29,12,168,0.04691,0.21,1.17,0.54,0.177,18
37.2695,-117.5813,12.485,2.7,74,38,0.063,0.48,1.34,5.697,0.029,153
44.7873333,-110.8178333,5.27,0.44,6,212,0.02328,0.15,1.27,1.26,0.218,6
34.6401667,-117.3268333,-0.87,1.07,10,146,0.07936,0.17,0.62,31.61,0.077,13
33.3861667,-116.8981667,13.62,1.07,50,25,0.04402,0.18,0.18,0.47,0.213,23
58.17733333,-155.2968333,1.08,-0.02,8,100,,0.09,0.23,1.08,0.182563734,8
5.7954,124.5511,76.132,4.5,91,43,1.627,0.7,8.35,6.695,0.066,79
36.7245,-121.3966667,7.17,1.59,31,125,0.04374,0.09,0.23,0.45,0.273,30
51.8019,-171.1534,35,3.7,66,180,1.285,1.08,6.06,1.985,0.074,46
38.8176667,-122.8218333,2.35,1.4,45,44,0.01049,0.03,0.14,0.21,0.174,37
5.7602,124.5388,77.981,4.9,158,76,1.662,0.64,8.03,6.204,0.048,148
19.36899948,-155.2879944,1.620000005,1.72,28,110,,0.159999996,0.22,0.300000012,0.55,9
34.2295,-117.4903333,8.83,0.95,22,81,0.00791,0.14,0.23,0.34,0.161,10
36.7998333,-121.5086667,6.7,0.87,14,113,0.01914,0.05,0.37,0.45,0.18,10
57.9152,-154.3857,55.4,1.8,,,,0.61,,1.1,,
38.4876667,-112.8415,0.05,1.38,10,118,0.02525,0.1,0.39,8.74,0.516,3
58.28983333,-154.9903333,3.16,-0.58,5,200,,0.06,0.93,0.5,0.232260668,5
46.83266667,-121.9443333,7.16,0.94,19,138,0.009579,0.12,0.36,0.44,0.176188826,12
60.0606,-153.1488,119.5,2,,,,0.16,,1.2,,
-60.2962,-25.4429,10,4.6,20,204,14.516,0.65,9.87,1.985,0.133,17
35.9536667,-117.6941667,3.59,1.82,28,60,0.09738,0.15,0.18,0.57,0.104,24
38.8370018,-122.7986679,1.96,0.22,9,100,0.006651,0.02,0.45,1.05,0.09,10
35.05666667,-97.92266667,12.19,0.99,15,90,0.13137422,0.16,,1.3,0.33,3
37.2991,-117.5778,4,1.4,12,106.95,0.086,0.1033,,2.4,0.82,9
59.6638,-152.9837,86,1.5,,,,0.22,,0.6,,
33.4066667,-116.4303333,13.25,0.89,36,101,0.09567,0.15,0.24,0.53,0.14,14
60.47216667,-152.8128333,3.66,-0.68,5,196,,0.14,0.67,0.92,0.151931316,5
35.6803333,-117.5225,10.38,0.84,19,58,0.08186,0.15,0.27,0.62,0.164,5
41.6023,82.3269,10,4.5,34,95,2.719,0.39,8.16,1.925,0.14,15
65.0126,-147.496,0,1.4,,,,1.01,,0.7,,
3.1135,126.7521,45.939,5.1,96,41,2.406,0.79,8.06,6.596,0.051,123
58.251,-155.1151667,3.24,0.24,8,86,,0.13,0.35,0.92,0.119686966,8
38.8129997,-122.8170013,2.8,0.95,12,60,0.01037,0.02,0.39,0.96,0.22,12
39.2406667,-111.0393333,19.99,1.49,19,62,0.1424,0.13,0.36,0.93,0.225,4
40.5435,-124.2255,19.31,2.25,24,87,0.0437,0.09,0.38,0.4,0.118,15
33.1338333,-116.639,4.84,0.8,19,62,0.06551,0.16,0.31,0.5,0.142,9
41.7297,82.3892,10,4.7,68,88,2.675,1.1,2.21,1.9,0.066,70
19.33083333,-155.1396667,4.12,2.39,33,96,,0.1,0.34,1.3,0.104906994,27
58.18483333,-155.3288333,2.31,0.55,11,105,,0.09,0.21,0.3,0.354959013,11
37.2983,-117.5716,3.5,1.1,9,99.51,0.088,0.1157,,5.7,0.92,9
37.4305,-121.7285,5.81,0.88,11,95,0.06054,0.06,0.35,0.92,0.232,10
34.0016667,-117.0161667,16.4,1.01,32,69,0.1133,0.16,0.24,0.59,0.103,18
19.40483333,-155.2906667,1.94,1.49,21,44,,0.1,0.19,0.2,0.093949971,7
44.28866667,-114.8193333,5.39,2.38,12,69,0.5682,0.06,0.4,1.19,0.308509709,12
44.29633333,-115.1915,9.49,1.99,10,106,0.8318,0.12,0.43,1.32,0.230606257,14
60.0095,-153.0691667,-0.02,-0.63,5,107,,0.04,0.2,1.37,0.4260652,5
58.27116667,-155.103,5.05,-0.3,4,125,,0.08,0.45,1.1,0.194909213,4
38.159,-117.8893,9.9,1.6,8,112.81,0.085,0.1561,,1.3,0.88,6
38.7913322,-122.7603302,2.13,0.98,12,66,0.009292,0.03,0.38,0.75,0.18,11
-22.9155,170.2164,10,4.8,37,207,2.574,0.95,14.96,1.895,0.121,21
58.16316667,-155.3505,-0.3,0.08,7,129,,0.06,0.19,3.4,0.221239497,7
-3.8346,151.5509,10,5,56,77,0.707,0.68,9.05,1.851,0.083,47
58.18833333,-155.3065,1.75,0.87,8,98,,0.06,0.19,0.4,0.051620764,1
62.2016,-150.2158,49.4,0.8,,,,0.61,,3,,
19.804,-65.65666667,19.26,3.27,5,318,1.53,0.25,8.93,17.72,0.005426387,3
62.4968,-148.2884,46.9,1.4,,,,0.85,,0.9,,
37.2776,-117.574,4.5,1.2,8,120.42,0.073,0.0815,,5.1,1.05,7
38.8356667,-122.7903366,1.77,0.77,11,57,0.002738,0.01,0.35,0.55,0.16,12
37.2819,-117.583,7,1.8,13,100.79,0.07,0.1379,,1.5,0.67,7
37.2868,-117.5827,6.5,2.8,11,92.98,0.074,0.1455,,2,0.94,6
31.74632099,-104.1765478,7.776879883,2.1,18,60,0.025238978,0.2,0.830841188,0.741384032,0.2,12
38.8443336,-122.8375015,1.74,0.5,14,94,0.01511,0.01,0.28,0.66,0.4,13
58.1284,-155.3973,16.1,0.7,,,,1.05,,0.5,,
63.0853,-151.6572,10.5,1.7,,,,1.11,,0.3,,
37.279,-117.5775,4.9,1.2,10,96.09,0.072,0.2362,,4.5,0.98,7
44.7821667,-110.8155,4.98,1.07,11,100,0.02567,0.18,0.38,0.52,0.605,3
37.2823,-117.5925,5.5,1,9,228.21,0.065,0.1343,,4,1,6
37.2931,-117.5759,0,1.1,8,129.59,0.082,0.1661,,0,0.74,4
-22.6019,171.0622,43.354,4.8,29,108,3.341,0.53,9.77,8.069,0.119,25
37.2517,-117.598,7.3,0.5,7,203.25,0.043,0.207,,7.7,1.04,6
18.555,-65.0335,23.87,2.63,4,248,0.2144,0.08,2.27,2.86,0.005564462,3
34.4668333,-119.5023333,0.93,1.6,38,50,0.06831,0.27,0.33,0.61,0.187,18
37.2818,-117.5782,5.7,0.9,8,221.09,0.073,0.1691,,5.1,1.14,6
34.4583333,-119.5,10.17,1.86,47,53,0.06034,0.24,0.25,0.66,0.148,30
60.8036,-152.2477,84.8,1,,,,0.26,,1.3,,
44.33733333,-115.173,9.4,2.2,11,70,0.7981,0.3,0.67,2.07,0.232490647,10
17.9395,-66.7575,9.92,2.23,8,223,0.08637,0.13,1.09,0.59,0.038085785,4
51.6855,-176.5268333,13.41,1.87,6,302,,0.1,0.78,0.78,0.136992052,6
17.94533333,-66.84333333,15.23,2.09,6,216,0.0452,0.08,0.82,0.56,0.145388376,2
38.8035011,-122.7788315,1.28,1.1,9,148,0.009851,0.01,0.42,0.79,0.25,11
36.1015,-117.8883333,4.18,1.16,12,177,0.0315,0.18,0.69,0.55,0.236,12
-20.1221,-176.2349,217.994,4.5,42,80,1.421,0.55,14.78,8.494,0.069,61
17.97966667,-66.95016667,9.83,2.37,3,173,0.06765,0.09,3.39,1.22,0.097228688,3
36.43866667,-96.90066667,3.26,0,18,86,0.043191524,0.13,,1.4,0.08,3
38.7438333,-122.9471667,0.9,1.46,46,47,0.05871,0.06,0.15,0.62,0.272,10
19.13050079,-155.397171,31.37999916,2.1500001,45,182,,0.119999997,0.54,0.819999993,1.33000004,26
37.2861,-117.5865,4.4,0.5,10,131.47,0.071,0.2109,,4.4,0.94,7
48.35816667,-121.949,7.15,1.03,6,170,0.1533,0.18,0.89,2.54,0.455401273,3
48.55266667,-122.2975,12.87,0.48,5,137,0.05854,0.07,0.48,0.84,0.02125654,2
38.8293343,-122.8166656,1.68,0.39,8,123,0.007854,0.02,0.55,1.23,0.23,9
33.4416667,-116.6405,4.27,1.43,53,59,0.06183,0.18,0.16,0.49,0.142,25
31.70887325,-104.5454604,3.380810547,2.4,27,83,0.017431163,0.3,1.841445373,0.87029229,0.2,13
36.3398333,-120.9111667,6.42,1.44,22,159,0.03982,0.05,0.3,0.49,0.278,19
-23.0928,170.4094,36.562,4.6,25,98,2.774,0.49,11.3,6.625,0.12,21
19.38483238,-155.2783356,1.200000048,1.87,12,75,,0.209999993,0.31,0.25999999,1.11000001,11
38.8235016,-122.8030014,2.7,1.08,11,146,0.005526,0.01,0.48,1.46,0.21,11
33.9486667,-117.0368333,18.21,0.79,35,106,0.05411,0.12,0.2,0.41,0.076,14
37.2985,-117.5962,5.5,1.1,10,112.18,0.077,0.1679,,3.4,1.09,6
38.838,-122.7693333,1.72,0.17,21,148,0.00718,0.04,0.29,0.2,0.238,20
38.831501,-122.8174973,1.72,0.58,14,80,0.01605,0.03,0.28,0.81,0.33,15
35.8046667,-117.629,6.78,2.19,30,60,0.1105,0.14,0.17,0.52,0.135,45
33.4491667,-116.3753333,12.44,0.78,25,108,0.08517,0.19,0.37,0.83,0.145,18
36.46500015,-89.61833191,12.94999981,1.86000001,18,65,0.01688,0.07,0.29,0.779999971,0.629999995,16
19.40616667,-155.327,5.8,2.05,39,72,,0.12,0.27,0.42,0.154427745,14
19.20716667,-155.3919983,29.68000031,2.18,42,158,,0.180000007,0.53,0.649999976,3.75,14
36.562,-121.1308333,8.39,1.16,16,126,0.03255,0.09,0.4,0.62,0.25,13
39.6441667,-111.2486667,-2.59,1.18,11,169,0.03485,0.07,0.7,0.3,,2
38.7813339,-122.7646637,1.25,0.74,9,100,0.01063,0.03,0.39,0.8,0.17,11
-22.8565,170.8394,42.876,5,32,87,3.142,0.54,8.29,7.973,0.103,30
36.998,-104.9267,6.47,2.7,16,63,0.169,0.49,2.56,5.309,0.048,80
37.3111667,-121.6771667,6.85,1.33,28,39,0.04106,0.07,0.16,0.39,0.224,22
38.8351669,-122.8160019,1.62,0.77,13,61,0.01263,0.02,0.26,0.71,0.12,14
36.8514,-104.8228,5.36,1.5,8,110,0.059,0.34,1.69,2.284,0.097,14
19.39883333,-154.8031667,36.85,2.56,53,255,,0.13,0.54,0.43,0.199298898,24
64.8569,-147.9783,11.6,1.2,,,,0.69,,0.2,,
37.4863333,-122.0076667,5.74,1.3,26,72,0.0753,0.07,0.19,0.66,0.172,14
47.746,-113.7686667,4.97,0.34,8,141,0.2015,0.05,0.38,5.85,0.026876353,2
37.2857,-117.6068,10.2,1.1,8,143.74,0.062,0.2564,,1.9,0.91,5
46.86516667,-121.9793333,6.79,0.23,16,160,0.01801,0.11,0.49,0.44,0.073793017,6
38.8339996,-122.8153305,1.7,0.22,12,57,0.01136,0.01,0.33,0.79,0.11,12
61.8013,-150.072,29,1.5,,,,0.84,,0.3,,
17.9585,-66.948,10.64,2.28,4,202,0.06747,0.04,0.66,0.85,0.057132006,4
42.0306667,-111.9938333,0.06,1.45,25,119,0.09817,0.12,0.26,2.33,0.082,2
37.2865,-117.5709,4.5,1.1,10,207.67,0.08,0.124,,3.1,0.81,5
38.8328323,-122.8138351,1.79,1.08,20,53,0.009871,0.03,0.2,0.52,0.13,21
38.821167,-122.8238297,2.56,0.35,11,82,0.008963,0.02,0.39,0.99,0.25,12
19.16,-155.3496667,27.47,1.81,37,210,,0.1,0.44,0.66,0.172787433,13
38.7891655,-122.769165,1.71,0.27,9,138,0.01362,0.02,0.47,0.95,0.08,10
58.24816667,-155.0736667,4.74,0.92,14,104,,0.12,0.21,0.36,0.097981371,6
37.2715,-117.5812,6.2,1.9,13,95.34,0.065,0.1761,,1.7,0.88,10
35.11583333,-97.581,6.1,1.73,87,38,0.064787287,0.28,,0.7,0.2,39
37.2979,-117.5829,6.2,0.3,15,101.85,0.082,0.1484,,1.4,0.78,7
33.2853333,-116.7481667,15.11,0.59,34,95,0.05001,0.17,0.27,0.5,0.189,10
46.13383333,-122.6271667,13.6,1.16,15,62,0.08152,0.1,0.33,0.69,0.112366589,6
18.903,-64.36066667,18.51,3.39,6,316,0.6893,0.23,7.94,15.72,0.016435067,4
58.26033333,-154.9753333,3.1,0.54,9,145,,0.21,0.48,1.39,0.375072552,9
48.232,-122.5215,60.58,3.11,63,24,0.09404,0.21,0.4,0.53,0.222947536,54
58.179,-155.3355,2.33,0.93,10,149,,0.08,0.27,0.31,0.404815772,10
58.051,-155.8514,145.9,1.8,,,,1.05,,6.7,,
19.114,-65.7136,136,3.93,9,257,0.9145,0.56,10.78,8.89,0,3
19.24166667,-155.3973333,31.3,1.9,32,123,,0.1,0.47,0.75,0.28176893,13
-22.9987,170.2882,12.143,6.1,89,47,2.65,0.6,7.39,3.933,0.063,24
53.9005,-166.9058333,2.83,-0.2,5,245,,0.11,0.69,2.04,0.152663909,5
51.87633333,-178.202,10.4,1.07,4,289,,0.13,2.48,1.75,0.320115206,4
-23.2515,170.6168,32.825,5.1,57,82,2.991,0.68,6.16,5.076,0.098,10
62.5545,-151.2304,87.1,1.3,,,,0.55,,0.8,,
38.1321667,-112.343,1.84,0.94,12,110,0.1545,0.24,0.71,31.61,0.038,7
58.18166667,-155.3181667,0.92,0.4,7,230,,0.04,0.39,0.74,0.21710913,7
37.2932,-117.5841,6.5,1.3,12,103.85,0.078,0.1292,,2,0.9,9
61.7721,-151.8568,98.1,1,,,,0.33,,1.2,,
35.97433333,-98.19666667,7.16,1.68,91,42,0.117876869,0.21,,0.6,0.23,45
37.2913,-117.587,6.8,1,12,101.16,0.075,0.1299,,1.6,0.82,8
51.85883333,-178.0736667,1.51,0.79,5,193,,0.3,0.93,2.24,0.218271661,5
19.32633333,-155.1918333,2.54,2.43,39,113,,0.13,0.31,0.61,0.130881009,24
38.8404999,-122.8113327,0.22,0.63,15,70,0.01652,0.04,0.21,0.88,0.2,14
18.004,-66.81116667,16.77,2.35,8,169,0.07091,0.09,0.42,0.52,0.104335976,6
38.7808342,-122.7655029,0.82,1.03,15,79,0.0101,0.03,0.24,0.48,0.23,16
61.3938,-146.8088,29.2,1.8,,,,0.43,,0.3,,
62.3946,-148.6484,18.8,2,,,,0.92,,0.6,,
63.1709,-149.4112,80.2,1.5,,,,0.46,,0.6,,
40.227,-121.1485,6.54,2.08,24,48,0.02081,0.16,0.34,0.54,0.188,28
33.7383333,-116.7128333,10.78,0.31,14,94,0.008336,0.07,0.19,0.21,0.136,3
17.97966667,-66.88583333,17.99,2.35,4,153,0.00776,0.09,2.61,0.8,0.085406447,4
33.9908333,-116.7885,17.97,1.32,43,67,0.04702,0.14,0.15,0.35,0.114,27
33.3873333,-116.8975,12.61,1.12,46,26,0.04452,0.2,0.23,0.69,0.346,19
46.78883333,-121.9421667,3.43,0.78,18,159,0.01982,0.1,0.32,0.57,0.093815269,8
64.6651,-149.3426,17.5,1,,,,0.21,,0.3,,
19.40466667,-155.2886667,0.6,1.66,19,38,,0.08,0.12,0.14,0.118086895,6
41.5048333,-112.1795,2.07,0.6,12,72,0.1007,0.13,0.36,5.06,0.133,5
58.2655,-155.0955,5.6,-0.18,7,108,,0.14,0.41,0.81,0.191098881,7
41.5118333,-112.174,5.71,1.54,16,72,0.09699,0.13,0.35,1.85,0.078,3
57.3906,-154.8673,28.8,2.2,,,,0.35,,0.3,,
33.9883333,-116.789,16.51,1.03,42,65,0.04923,0.15,0.19,0.52,0.113,25
58.7245,-136.1882,3.7,1.6,,,,0.32,,0.4,,
38.7983322,-122.7491684,1.59,0.79,13,97,0.008551,0.02,0.27,0.67,0.09,13
34.0276667,-117.2426667,18.84,0.7,27,98,0.08441,0.16,0.31,0.46,0.151,6
60.9057,-146.8659,20.1,1.7,,,,0.43,,0.2,,
58.18283333,-155.3653333,2.02,0.05,8,118,,0.07,0.19,0.38,0.117296561,8
55.5248,-159.0199,38.5,2.2,,,,0.28,,2.4,,
19.20483398,-155.4798279,32.04000092,2.0999999,41,92,,0.100000001,0.53,0.800000012,1.23000002,21
38.7531667,-122.7156667,1.98,0.4,12,68,0.01107,0.04,0.28,0.34,0.305,8
17.98116667,-67.00266667,5.48,2.39,6,162,0.04124,0.08,0.53,0.53,0.09751982,4
38.8176651,-122.8213348,2.27,0.92,21,49,0.01049,0.02,0.22,0.46,0.2,23
44.7876667,-110.8051667,4.11,-0.28,5,216,0.03229,0.06,1.07,1.19,0.061,2
36.6514,-115.6139,11.5,1.1,28,157.99,0.28,0.1352,,1.8,0.35,14
52.07866667,-176.2206667,5.2,-0.16,4,271,,0.14,1.09,0.86,0.272209351,4
34.5305,-97.69033333,5.84,1.51,51,89,0.13677316,0.36,,0.9,0.24,21
44.7858333,-110.8078333,4.11,0.73,6,212,0.03048,0.11,0.75,1.04,0.524,2
35.9535,-117.6863333,3.56,0.94,14,130,0.1035,0.1,0.22,0.56,0.178,4
64.5901,-149.4608,26,1.1,,,,0.53,,0.4,,
35.1188333,-119.0851667,13.53,1.36,21,85,0.06011,0.27,0.4,1,0.12,16
35.7138333,-117.5568333,2.44,1.03,23,67,0.1188,0.17,0.26,0.49,0.1,8
35.1158333,-119.0421667,7.72,1.9,35,71,0.06653,0.25,0.26,1.01,0.127,35
36.4449,22.1151,51.951,4.2,33,191,0.748,0.77,7.82,11.622,0.264,4
38.7983333,-122.783,3.8,0,17,65,0.006423,0.03,0.26,0.22,0.211,17
14.3382,-93.9801,10,4.3,36,176,2.626,0.54,3.86,1.975,0.063,72
54.642,-158.2068,28.797,2.5,10,280,1.488,0.76,9.99,16.943,,
38.8330002,-122.8178329,1.28,0.82,8,87,0.01135,0.01,0.34,1.03,0.21,7
56.943,-158.0216667,2.06,1.95,6,294,,0.33,2.16,2.36,0.16460536,6
-24.1105,-179.8395,514.809,4.5,32,103,5.187,0.6,8.11,8.641,0.053,104
38.8118324,-122.8221664,2.23,1.09,24,51,0.006227,0.02,0.21,0.35,0.14,26
51.85783333,-178.0828333,2.16,-0.19,4,206,,0.25,0.97,1.88,0.264434431,4
33.5351667,-116.6801667,9.2,0.48,28,41,0.05199,0.11,0.14,0.35,0.118,11
31.56529778,-104.164598,7.776879883,1.9,13,77,0.035551958,0.1,1.138932631,0.834281383,0.2,22
33.4975,-116.443,4.71,1.29,50,32,0.0296,0.22,0.22,0.8,0.204,26
31.56345694,-104.1651238,8.496704102,2.2,17,63,0.036673583,0.1,0.765165781,1.141548751,0.2,27
33.1953333,-116.0221667,9.3,1.38,52,58,0.04315,0.18,0.19,0.48,0.137,30
38.7929993,-122.7806702,3.08,0.88,10,78,0.01882,0.02,0.34,0.92,0.23,13
62.4162,-143.0257,0,1.6,,,,1.15,,0.3,,
37.2899,-117.5794,4.8,0.8,10,226.55,0.078,0.1182,,4.2,0.94,8
45.08983333,-112.9493333,2.04,1.97,22,117,0.2717,0.16,0.48,1.28,0.170390338,25
37.2757,-117.5973,7.3,1.2,11,131.69,0.058,0.1578,,2.3,0.72,7
17.9975,-66.80566667,17.27,2.13,5,183,0.07351,0.09,0.55,0.88,0.049630578,5
38.8196678,-122.822998,2.18,1.04,15,69,0.01001,0.02,0.28,0.62,0.19,17
18.02533333,-66.80033333,14.38,2.41,12,115,0.009915,0.09,0.36,0.87,0.167518361,9
34.524,-97.69083333,6.98,1.88,71,49,0.140372454,0.28,,0.7,0.27,32
37.9409,36.3314,10,4,26,44,0.36,0.75,1.77,1.96,0.233,5
38.8178329,-122.8238297,1.89,0.65,4,171,0.009879,0,1.07,2.84,0.17,8
36.40333333,-96.85866667,4.74,0.84,35,59,0.032393643,0.26,,0.6,0.26,11
19.192,-69.9519,15.176,4.4,55,77,0.726,0.88,3.93,5.239,0.066,66
-22.9954,170.9663,10,4.9,46,87,3.27,0.85,5.59,1.762,0.081,48
60.3525,-152.3388,82.3,1.3,,,,0.33,,0.6,,
17.91566667,-66.7945,9.75,2.07,8,229,0.09999,0.11,0.6,1.02,0.123408344,5
62.0976,-149.4119,7.8,2.8,,,,0.73,,0.4,,
35.6385,-117.4471667,6.13,2.69,36,62,0.03271,0.13,0.14,0.29,0.142,94
52.05166667,-176.1606667,9.76,0.31,4,163,,0.25,1.13,1.82,0.242197972,4
37.2839,-117.5821,6.6,1.2,14,127.98,0.072,0.1458,,2.8,0.9,11
19.42933333,-155.334,0.76,2.99,44,65,,0.15,0.24,0.32,0.216087221,31
31.65127456,-104.503948,5.437451172,1.8,18,69,0.017565423,0.3,2.096101247,0.718631277,0.2,11
19.43733333,-155.3216667,4.02,2.25,30,140,,0.09,0.29,0.67,0.115364473,6
38.7801666,-122.757164,1.2,0.81,10,70,0.01157,0.02,0.35,0.65,0.12,8
38.841835,-122.838501,1.74,0.57,11,94,0.004006,0.03,0.32,0.6,0.35,12
61.3544,-150.0758,33.6,1.4,,,,0.55,,0.3,,
19.25966644,-155.3990021,30.22999954,2.00999999,32,126,,0.159999996,0.57,0.860000014,0.340000004,5
62.7922,-150.6685,98,1.2,,,,0.75,,0.8,,
33.7306667,-116.8448333,16.13,0.89,33,93,0.0789,0.18,0.29,0.47,0.219,27
58.19166667,-155.2763333,1.77,0.74,9,141,,0.08,0.2,0.45,0.259095411,9
58.17933333,-155.3003333,1.64,-0.1,6,159,,0.06,0.24,0.52,0.230023125,6
18.08683333,-66.96766667,5.9,1.78,3,262,0.1376,0.02,2.03,6.14,0.012860082,3
19.047,-65.71266667,6.91,3.42,6,253,0.9511,0.05,3.83,2.99,0.182758406,3
37.2888,-117.5662,0,1.3,11,97.43,0.085,0.1386,,7.1,0.91,10
38.7915,-122.8025,3.2,1.4,43,50,0.003201,0.04,0.16,0.28,0.175,37
